bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G39000503323699999971100U4,G39000509711004,390059711004,1.0,1.0,1.0,1.0
G39000503766063996970100R3,G39000509701003,390059701003,1.0,1.0,1.0,1.0
G39000503766099999970100R2,G39000509701002,390059701002,1.0,1.0,1.0,1.0
G39000503766099999970100R3,G39000509701003,390059701003,1.0,1.0,1.0,1.0
G39000503766099999970100R4,G39000509701004,390059701004,1.0,1.0,1.0,1.0
G39000504127299999970900R3,G39000509709003,390059709003,1.0,1.0,1.0,1.0
G39000504127299999970900R4,G39000509709004,390059709004,1.0,1.0,1.0,1.0
G39000505005050036971000R2,G39000509710002,390059710002,1.0,1.0,1.0,1.0
G39000505005099999970700R4,G39000509707004,390059707004,1.0,1.0,1.0,1.0
G39000505005099999971000R2,G39000509710002,390059710002,1.0,1.0,1.0,1.0
G39000505061099999970200R4,G39000509702004,390059702004,1.0,1.0,1.0,1.0
G39000505061099999970300R1,G39000509703001,390059703001,1.0,1.0,1.0,1.0
G39000505061099999970300U2,G39000509703002,390059703002,1.0,1.0,1.0,1.0
G39000505061099999970300U3,G39000509703003,390059703003,1.0,1.0,1.0,1.0
G39000505061099999970600R2,G39000509706002,390059706002,1.0,1.0,1.0,1.0
G39000505061099999970600R4,G39000509706004,390059706004,1.0,1.0,1.0,1.0
G39000505061099999970600U2,G39000509706002,390059706002,1.0,1.0,1.0,1.0
G39000505061099999970600U4,G39000509706004,390059706004,1.0,1.0,1.0,1.0
G39000505061099999970700R4,G39000509707004,390059707004,1.0,1.0,1.0,1.0
G39000505061099999970700U3,G39000509707003,390059707003,1.0,1.0,1.0,1.0
G39000505061099999970700U4,G39000509707004,390059707004,0.0,0.0,0.0,0.0
G39000505108639060970900R2,G39000509709002,390059709002,1.0,1.0,1.0,1.0
G39000505108699999970900R1,G39000509709001,390059709001,1.0,1.0,1.0,1.0
G39000505108699999970900R2,G39000509709002,390059709002,1.0,1.0,1.0,1.0
G39000505108699999970900R3,G39000509709003,390059709003,1.0,1.0,1.0,1.0
G39000505108699999970900R4,G39000509709004,390059709004,1.0,1.0,1.0,1.0
G39000505168899999970100R4,G39000509701004,390059701004,1.0,1.0,1.0,1.0
G39000505168899999970200R4,G39000509702004,390059702004,0.0,0.0,0.0,0.0
G39000505168899999970300R1,G39000509703001,390059703001,1.0,1.0,1.0,1.0
G39000505168899999970300U3,G39000509703003,390059703003,1.0,1.0,1.0,1.0
G39000505168899999970400R1,G39000509704001,390059704001,1.0,1.0,1.0,1.0
G39000505168899999970400U1,G39000509704001,390059704001,1.0,1.0,1.0,1.0
G39000505168899999970400U2,G39000509704002,390059704002,1.0,1.0,1.0,1.0
G39000505168899999970600U2,G39000509706002,390059706002,0.0,0.0,0.0,0.0
G39000505168899999970700R2,G39000509707002,390059707002,1.0,1.0,1.0,1.0
G39000505168899999970700R4,G39000509707004,390059707004,1.0,1.0,1.0,1.0
G39000505168899999970700U2,G39000509707002,390059707002,1.0,1.0,1.0,1.0
G39000505168899999970700U3,G39000509707003,390059707003,1.0,1.0,1.0,1.0
G39000505168899999970800R4,G39000509708004,390059708004,1.0,1.0,1.0,1.0
G39000505168899999970800U3,G39000509708003,390059708003,1.0,1.0,1.0,1.0
G39000505168899999970900R1,G39000509709001,390059709001,1.0,1.0,1.0,1.0
G39000505168899999970900R2,G39000509709002,390059709002,1.0,1.0,1.0,1.0
G39000505856299999970100R2,G39000509701002,390059701002,1.0,1.0,1.0,1.0
G39000505856299999970100R3,G39000509701003,390059701003,1.0,1.0,1.0,1.0
G39000505856299999970100R4,G39000509701004,390059701004,1.0,1.0,1.0,1.0
G39000505856299999970200R3,G39000509702003,390059702003,1.0,1.0,1.0,1.0
G39000505856299999970200R4,G39000509702004,390059702004,1.0,1.0,1.0,1.0
G39000505856299999970400R1,G39000509704001,390059704001,1.0,1.0,1.0,1.0
G39000506175699999970100R4,G39000509701004,390059701004,1.0,1.0,1.0,1.0
G39000506175699999970900R1,G39000509709001,390059709001,1.0,1.0,1.0,1.0
G39000506175699999970900R2,G39000509709002,390059709002,1.0,1.0,1.0,1.0
G39000506896699999970200R1,G39000509702001,390059702001,1.0,1.0,1.0,1.0
G39000506896699999970200R2,G39000509702002,390059702002,1.0,1.0,1.0,1.0
G39000507535799999970100R1,G39000509701001,390059701001,1.0,1.0,1.0,1.0
G39000507535799999970200R1,G39000509702001,390059702001,1.0,1.0,1.0,1.0
G39000507753299999970200R1,G39000509702001,390059702001,1.0,1.0,1.0,1.0
G39000507975834636971000R1,G39000509710001,390059710001,1.0,1.0,1.0,1.0
G39000507975899999970700R4,G39000509707004,390059707004,1.0,1.0,1.0,1.0
G39000507975899999970800R4,G39000509708004,390059708004,1.0,1.0,1.0,1.0
G39000507975899999970900R2,G39000509709002,390059709002,1.0,1.0,1.0,1.0
G39000507975899999970900R3,G39000509709003,390059709003,1.0,1.0,1.0,1.0
G39000507975899999971000R1,G39000509710001,390059710001,1.0,1.0,1.0,1.0
G39000507975899999971000R2,G39000509710002,390059710002,1.0,1.0,1.0,1.0
G39000507975899999971000R3,G39000509710003,390059710003,1.0,1.0,1.0,1.0
G39000700000099999000000R0,G39000700001011,390070001011,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700001013,390070001013,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700001022,390070001022,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700001025,390070001025,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700002001,390070002001,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700002004,390070002004,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700003001,390070003001,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700004001,390070004001,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700006021,390070006021,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700006022,390070006022,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700006031,390070006031,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700006032,390070006032,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700008011,390070008011,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000700009001,390070009001,0.0,0.0,0.0,0.0
G39000700000099999000000R0,G39000709900000,390079900000,0.0,0.0,0.0,0.0
G39000700206402050001300R2,G39000700013022,390070013022,1.0,1.0,1.0,1.0
G39000700206402050001300R3,G39000700013021,390070013021,1.0,1.0,1.0,1.0
G39000700206402050001300R4,G39000700013013,390070013013,1.0,1.0,1.0,1.0
G39000700206499999001300R1,G39000700013023,390070013023,1.0,1.0,1.0,1.0
G39000700206499999001300R2,G39000700013022,390070013022,1.0,1.0,1.0,1.0
G39000700206499999001300R3,G39000700013021,390070013021,1.0,1.0,1.0,1.0
G39000700206499999001300R4,G39000700013013,390070013013,0.9999891942,0.9999873428,0.9999874743,0.9999871649
G39000700206499999001300R4,G39000700013021,390070013021,1.08058e-05,1.26572e-05,1.25257e-05,1.28351e-05
G39000700206499999001300R5,G39000700013012,390070013012,1.0,1.0,1.0,1.0
G39000700206499999001300R7,G39000700013011,390070013011,0.3576642336,0.3421052632,0.3653846154,0.3636363636
G39000700206499999001300R7,G39000700013023,390070013023,0.6423357664,0.6578947368,0.6346153846,0.6363636364
G39000700265202638000300R1,G39000700003001,390070003001,1.0,0.0,1.0,1.0
G39000700265202638000400R1,G39000700004001,390070004001,0.0,0.0,0.0,0.0
G39000700265202638000400R2,G39000700004002,390070004002,0.0,0.0,0.0,0.0
G39000700265202638000400U1,G39000700004001,390070004001,1.0,1.0,1.0,1.0
G39000700265202638000400U1,G39000700004002,390070004002,0.0,0.0,0.0,0.0
G39000700265202638000400U2,G39000700004002,390070004002,1.0,1.0,1.0,1.0
G39000700265202638000500U3,G39000700005003,390070005003,1.0,1.0,1.0,1.0
G39000700265202638000500U4,G39000700005004,390070005004,1.0,1.0,1.0,1.0
G39000700265202638000500U5,G39000700005002,390070005002,1.0,1.0,1.0,1.0
G39000700265202638000601R2,G39000700006012,390070006012,0.0,0.0,0.0,0.0
G39000700265202638000601R4,G39000700006013,390070006013,0.0,0.0,0.0,0.0
G39000700265202638000601U1,G39000700006011,390070006011,1.0,1.0,1.0,1.0
G39000700265202638000601U2,G39000700006012,390070006012,1.0,1.0,1.0,1.0
G39000700265202638000601U3,G39000700006013,390070006013,1.0,1.0,1.0,1.0
G39000700265202638000601U4,G39000700006013,390070006013,1.0,1.0,1.0,1.0
G39000700265202638000602R2,G39000700006022,390070006022,0.0,0.0,0.0,0.0
G39000700265202638000602U2,G39000700006022,390070006022,1.0,1.0,1.0,1.0
G39000700265202638000603R3,G39000700006033,390070006033,1.0,1.0,1.0,1.0
G39000700265202638000603U3,G39000700006033,390070006033,1.0,1.0,1.0,1.0
G39000700265202638000701U1,G39000700007011,390070007011,1.0,1.0,1.0,1.0
G39000700265202638000701U2,G39000700007012,390070007012,1.0,1.0,1.0,1.0
G39000700265202638000701U3,G39000700007013,390070007013,1.0,1.0,1.0,1.0
G39000700265202638000701U4,G39000700007014,390070007014,1.0,1.0,1.0,1.0
G39000700265202638000703U1,G39000700007031,390070007031,1.0,1.0,1.0,1.0
G39000700265202638000703U2,G39000700007032,390070007032,1.0,1.0,1.0,1.0
G39000700265202638000703U3,G39000700007033,390070007033,1.0,1.0,1.0,1.0
G39000700265202638000703U4,G39000700007034,390070007034,1.0,1.0,1.0,1.0
G39000700265202638000704U1,G39000700007041,390070007041,1.0,1.0,1.0,1.0
G39000700265202638000704U2,G39000700007042,390070007042,1.0,1.0,1.0,1.0
G39000700265202638000704U3,G39000700007043,390070007043,1.0,1.0,1.0,1.0
G39000700265202638000704U4,G39000700007044,390070007044,1.0,1.0,1.0,1.0
G39000700265224542000300R1,G39000700003001,390070003001,1.0,1.0,1.0,1.0
G39000700265224542000300R2,G39000700003002,390070003002,1.0,1.0,1.0,1.0
G39000700265224542000300U1,G39000700003001,390070003001,1.0,1.0,1.0,1.0
G39000700265224542000300U2,G39000700003002,390070003002,1.0,1.0,1.0,1.0
G39000700265224542000500U1,G39000700005001,390070005001,1.0,1.0,1.0,1.0
G39000700265224542000500U2,G39000700005004,390070005004,1.0,1.0,1.0,1.0
G39000700265224542000500U3,G39000700005003,390070005003,1.0,1.0,1.0,1.0
G39000700265224542000500U4,G39000700005004,390070005004,1.0,1.0,1.0,1.0
G39000700265224542000500U5,G39000700005002,390070005002,1.0,1.0,1.0,1.0
G39000700265299999000200R1,G39000700002004,390070002004,1.0,1.0,1.0,1.0
G39000700265299999000300R1,G39000700003001,390070003001,1.0,1.0,1.0,1.0
G39000700265299999000300U1,G39000700003001,390070003001,1.0,1.0,1.0,1.0
G39000700265299999000500U3,G39000700005003,390070005003,1.0,1.0,1.0,1.0
G39000700265299999000702R2,G39000700007022,390070007022,1.0,1.0,1.0,1.0
G39000700265299999000702U2,G39000700007022,390070007022,1.0,1.0,1.0,1.0
G39000700265299999000703U1,G39000700007031,390070007031,1.0,1.0,1.0,1.0
G39000700265299999000703U2,G39000700007032,390070007032,0.0,0.0,0.0,0.0
G39000700265299999000703U3,G39000700007033,390070007033,1.0,1.0,1.0,1.0
G39000700265299999000704R4,G39000700007044,390070007044,0.0,0.0,0.0,0.0
G39000700265299999000704U2,G39000700007042,390070007042,1.0,1.0,1.0,1.0
G39000700265299999000704U3,G39000700007043,390070007043,1.0,1.0,1.0,1.0
G39000700265299999000704U4,G39000700007044,390070007044,1.0,1.0,1.0,1.0
G39000700315699999000702R2,G39000700007022,390070007022,0.0,0.0,0.0,1.0
G39000700315699999000702R3,G39000700007023,390070007023,1.0,1.0,1.0,1.0
G39000700315699999000800R7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000700315699999001000R2,G39000700010021,390070010021,1.0,1.0,1.0,1.0
G39000700315699999001000R3,G39000700010023,390070010023,1.0,1.0,1.0,1.0
G39000700315699999001000R4,G39000700010023,390070010023,1.0,1.0,1.0,1.0
G39000700315699999001100R1,G39000700011023,390070011023,1.0,1.0,1.0,1.0
G39000700315699999001100R5,G39000700011022,390070011022,1.0,1.0,1.0,1.0
G39000701389099999001300R1,G39000700013023,390070013023,1.0,1.0,1.0,1.0
G39000701389099999001300R7,G39000700013011,390070013011,0.5,0.5023923445,0.484375,0.4768211921
G39000701389099999001300R7,G39000700013023,390070013023,0.5,0.4976076555,0.515625,0.5231788079
G39000701656099999001400R2,G39000700014002,390070014002,1.0,1.0,1.0,1.0
G39000701656099999001400R3,G39000700014003,390070014003,1.0,1.0,1.0,1.0
G39000701656099999001400R4,G39000700014004,390070014004,1.0,1.0,1.0,1.0
G39000701835018350000101R2,G39000700001012,390070001012,1.0,1.0,1.0,1.0
G39000701835018350000101R3,G39000700001013,390070001013,1.0,1.0,1.0,1.0
G39000701835018350000101U1,G39000700001011,390070001011,1.0,1.0,1.0,1.0
G39000701835018350000101U2,G39000700001012,390070001012,1.0,1.0,1.0,1.0
G39000701835018350000101U3,G39000700001013,390070001013,1.0,1.0,1.0,1.0
G39000701835018350000102R5,G39000700001025,390070001025,0.0,0.0,0.0,0.0
G39000701835018350000102U1,G39000700001021,390070001021,1.0,1.0,1.0,1.0
G39000701835018350000102U2,G39000700001022,390070001022,1.0,1.0,1.0,1.0
G39000701835018350000102U3,G39000700001023,390070001023,1.0,1.0,1.0,1.0
G39000701835018350000102U4,G39000700001024,390070001024,1.0,1.0,1.0,1.0
G39000701835018350000102U5,G39000700001025,390070001025,1.0,1.0,1.0,1.0
G39000701835018350000103U1,G39000700001031,390070001031,1.0,1.0,1.0,1.0
G39000701835018350000103U2,G39000700001032,390070001032,1.0,1.0,1.0,1.0
G39000701835018350000103U3,G39000700001033,390070001033,1.0,1.0,1.0,1.0
G39000701835018350000103U4,G39000700001034,390070001034,1.0,1.0,1.0,1.0
G39000701835018350000103U5,G39000700001035,390070001035,1.0,1.0,1.0,1.0
G39000701835018350000200R3,G39000700002003,390070002003,1.0,1.0,1.0,1.0
G39000701835018350000200U2,G39000700002001,390070002001,1.0,1.0,1.0,1.0
G39000701835018350000200U3,G39000700002003,390070002003,1.0,1.0,1.0,1.0
G39000701835018350001200R2,G39000700012002,390070012002,1.0,1.0,1.0,1.0
G39000701835018350001200R3,G39000700012003,390070012003,1.0,1.0,1.0,1.0
G39000702167299999001100R7,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000702167299999001200R2,G39000700012002,390070012002,1.0,1.0,1.0,1.0
G39000702167299999001200R5,G39000700012005,390070012005,1.0,1.0,1.0,1.0
G39000702167299999001200R6,G39000700012006,390070012006,1.0,1.0,1.0,1.0
G39000702167299999001300R1,G39000700013023,390070013023,1.0,1.0,1.0,1.0
G39000702234499999001100R7,G39000700011012,390070011012,1.0,1.0,1.0,1.0
G39000702234499999001300R1,G39000700013023,390070013023,1.0,1.0,1.0,1.0
G39000702962429610000800R7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000702962429610000800U3,G39000700008021,390070008021,1.0,1.0,1.0,1.0
G39000702962429610000800U4,G39000700008023,390070008023,1.0,1.0,1.0,1.0
G39000702962429610000800U5,G39000700008022,390070008022,1.0,1.0,1.0,1.0
G39000702962429610000800U6,G39000700008025,390070008025,1.0,1.0,1.0,1.0
G39000702962429610000800U7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000702962429610000900R4,G39000700009004,390070009004,1.0,1.0,1.0,1.0
G39000702962429610000900R5,G39000700009005,390070009005,1.0,1.0,1.0,1.0
G39000702962429610000900U1,G39000700009001,390070009001,1.0,1.0,1.0,1.0
G39000702962429610000900U2,G39000700009002,390070009002,1.0,1.0,1.0,1.0
G39000702962429610000900U3,G39000700009003,390070009003,1.0,1.0,1.0,1.0
G39000702962429610000900U4,G39000700009004,390070009004,1.0,1.0,1.0,1.0
G39000702962429610000900U5,G39000700009005,390070009005,1.0,1.0,1.0,1.0
G39000702962429652000800R1,G39000700008011,390070008011,1.0,1.0,1.0,1.0
G39000702962429652000800R2,G39000700008012,390070008012,0.0,0.0,0.0,0.0
G39000702962429652000800U1,G39000700008011,390070008011,1.0,1.0,1.0,1.0
G39000702962429652000800U2,G39000700008012,390070008012,1.0,1.0,1.0,1.0
G39000702962429652000900R1,G39000700009001,390070009001,0.0,0.0,0.0,0.0
G39000702962499999000603R1,G39000700006031,390070006031,1.0,1.0,1.0,1.0
G39000702962499999000603U1,G39000700006031,390070006031,1.0,1.0,1.0,1.0
G39000702962499999000702R3,G39000700007023,390070007023,1.0,1.0,1.0,1.0
G39000702962499999000800R1,G39000700008011,390070008011,1.0,1.0,1.0,1.0
G39000702962499999000800R2,G39000700008012,390070008012,1.0,1.0,1.0,1.0
G39000702962499999000800R7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000702962499999000800U1,G39000700008011,390070008011,1.0,1.0,1.0,1.0
G39000702962499999000800U2,G39000700008012,390070008012,1.0,1.0,1.0,1.0
G39000702962499999000800U3,G39000700008021,390070008021,1.0,1.0,1.0,1.0
G39000702962499999000800U5,G39000700008022,390070008022,1.0,1.0,1.0,1.0
G39000702962499999000800U7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000702962499999000900R1,G39000700009001,390070009001,1.0,1.0,1.0,1.0
G39000702962499999000900R5,G39000700009005,390070009005,1.0,1.0,1.0,1.0
G39000702962499999000900U2,G39000700009002,390070009002,1.0,1.0,1.0,1.0
G39000703364299999000800R7,G39000700008024,390070008024,1.0,1.0,1.0,1.0
G39000703364299999000900R4,G39000700009004,390070009004,1.0,1.0,1.0,1.0
G39000703364299999000900R5,G39000700009005,390070009005,1.0,1.0,1.0,1.0
G39000703364299999000900U4,G39000700009004,390070009004,1.0,1.0,1.0,1.0
G39000703364299999001000R1,G39000700010022,390070010022,1.0,1.0,1.0,1.0
G39000703364299999001000R2,G39000700010021,390070010021,1.0,1.0,1.0,1.0
G39000703364299999001000R7,G39000700010022,390070010022,1.0,1.0,1.0,1.0
G39000703430099999001000R4,G39000700010012,390070010012,1.0,1.0,1.0,1.0
G39000703430099999001000R6,G39000700010013,390070010013,1.0,1.0,1.0,1.0
G39000703430099999001400R1,G39000700014001,390070014001,1.0,1.0,1.0,1.0
G39000703851438500001100R3,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851438500001100U1,G39000700011023,390070011023,1.0,1.0,1.0,1.0
G39000703851438500001100U2,G39000700011022,390070011022,1.0,1.0,1.0,1.0
G39000703851438500001100U3,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851438500001100U4,G39000700011024,390070011024,1.0,1.0,1.0,1.0
G39000703851499999001100R1,G39000700011023,390070011023,1.0,1.0,1.0,1.0
G39000703851499999001100R2,G39000700011022,390070011022,1.0,1.0,1.0,1.0
G39000703851499999001100R3,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851499999001100R4,G39000700011024,390070011024,1.0,1.0,1.0,1.0
G39000703851499999001100R5,G39000700011022,390070011022,1.0,1.0,1.0,1.0
G39000703851499999001100R6,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851499999001100R7,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851499999001100U1,G39000700011023,390070011023,1.0,1.0,1.0,1.0
G39000703851499999001100U2,G39000700011022,390070011022,1.0,1.0,1.0,1.0
G39000703851499999001100U4,G39000700011024,390070011024,1.0,1.0,1.0,1.0
G39000703851499999001100U6,G39000700011021,390070011021,1.0,1.0,1.0,1.0
G39000703851499999001200R6,G39000700012006,390070012006,1.0,1.0,1.0,1.0
G39000704040499999000200R3,G39000700002003,390070002003,1.0,1.0,1.0,1.0
G39000704040499999000200R4,G39000700002002,390070002002,1.0,1.0,1.0,1.0
G39000704040499999000200R4,G39000700012001,390070012001,0.0,0.0,0.0,0.0
G39000704040499999000200U3,G39000700002003,390070002003,1.0,1.0,1.0,1.0
G39000704040499999000200U4,G39000700002002,390070002002,1.0,1.0,1.0,1.0
G39000704040499999000300R1,G39000700003001,390070003001,1.0,1.0,1.0,1.0
G39000704040499999000300U1,G39000700002002,390070002002,0.2432432432,0.25,0.2307692308,0.2307692308
G39000704040499999000300U1,G39000700003001,390070003001,0.7567567568,0.75,0.7692307692,0.7692307692
G39000704040499999000704R4,G39000700007044,390070007044,1.0,1.0,1.0,1.0
G39000704040499999001200R1,G39000700012001,390070012001,1.0,1.0,1.0,1.0
G39000704040499999001200R2,G39000700012002,390070012002,1.0,1.0,1.0,1.0
G39000704274299999001100R5,G39000700011011,390070011011,0.3547400612,0.3586956522,0.3225806452,0.3260869565
G39000704274299999001100R5,G39000700011012,390070011012,0.6452599388,0.6413043478,0.6774193548,0.6739130435
G39000704274299999001100R6,G39000700011011,390070011011,0.4228915663,0.4347826087,0.42,0.428115016
G39000704274299999001100R6,G39000700011012,390070011012,0.5771084337,0.5652173913,0.58,0.571884984
G39000704274299999001100R7,G39000700011012,390070011012,1.0,1.0,1.0,1.0
G39000705129699999001200R2,G39000700012002,390070012002,1.0,1.0,1.0,1.0
G39000705129699999001200R3,G39000700012003,390070012003,1.0,1.0,1.0,1.0
G39000705129699999001200R4,G39000700012004,390070012004,1.0,1.0,1.0,1.0
G39000705206667600001000R5,G39000700010014,390070010014,1.0,1.0,1.0,1.0
G39000705206667846001000R4,G39000700010012,390070010012,1.0,1.0,1.0,1.0
G39000705206667846001000R5,G39000700010014,390070010014,1.0,1.0,1.0,1.0
G39000705206699999001000R2,G39000700010021,390070010021,1.0,1.0,1.0,1.0
G39000705206699999001000R3,G39000700010023,390070010023,1.0,1.0,1.0,1.0
G39000705206699999001000R4,G39000700010012,390070010012,0.9413554198,0.926953877,0.9288918354,0.9345056379
G39000705206699999001000R4,G39000700010023,390070010023,0.0586445802,0.073046123,0.0711081646,0.0654943621
G39000705206699999001000R5,G39000700010014,390070010014,1.0,1.0,1.0,1.0
